,City,Cloudiness,Country,Date,Temperature,Max Temp,Latitude,Longitude,Humidity,Wind Speed
265,Comodoro Rivadavia,75,AR,1537930800,42.8,42.8,-45.87,-67.48,81,3.36
266,Huarmey,44,PE,1537934261,59.45,59.45,-10.07,-78.15,79,3.11
267,Mocuba,0,MZ,1537934261,72.41,72.41,-16.84,36.99,79,5.46
268,Mpika,0,ZM,1537934262,58.28,58.28,-11.84,31.4,82,8.03
269,Booue,92,GA,1537934262,70.52,70.52,-0.09,11.94,100,1.99
270,Broome,0,GB,1537932000,46.98,48.2,52.47,1.45,81,8.05
271,Honghu,92,CN,1537934263,66.11,66.11,29.82,113.46,95,10.71
272,Karratha,0,AU,1537934263,99.32,99.32,-20.74,116.85,12,11.39
273,Azangaro,0,PE,1537930800,42.8,42.8,-14.91,-70.2,98,10.29
274,Pishin,12,PK,1537934265,49.91,49.91,30.58,67.0,34,2.21
275,Oyem,92,GA,1537934266,71.6,71.6,1.6,11.57,97,2.44
276,Itigi,0,TZ,1537934266,58.46,58.46,-5.7,34.5,88,11.16
277,Airai,12,TL,1537934266,85.82,85.82,-8.93,125.41,39,1.66
278,Montero,75,BO,1537930800,80.6,80.6,-17.34,-63.26,61,8.05
279,Acari,0,BR,1537934267,68.63,68.63,-6.44,-36.64,84,11.72
280,Morrinhos,0,BR,1537934267,76.55,76.55,-17.73,-49.11,34,7.81
281,Biak,32,ID,1537934268,82.76,82.76,-0.91,122.88,78,8.7
282,Lasa,0,CY,1537932600,66.7,68.0,34.92,32.53,63,8.05
283,Kamloops,40,CA,1537930800,57.2,57.2,50.68,-120.34,62,8.05
284,Ulladulla,75,AU,1537932600,50.0,50.0,-35.36,150.48,100,11.41
285,Shubarkuduk,24,KZ,1537934269,54.5,54.5,49.15,56.49,57,12.28
286,Brooks,0,CA,1537934269,43.97,43.97,50.57,-111.89,77,5.01
287,Labuhan,20,ID,1537934270,88.61,88.61,-2.54,115.51,59,1.99
288,Benghazi,8,LY,1537934270,78.35,78.35,32.12,20.07,100,15.41
289,Oytal,0,KZ,1537934271,48.92,48.92,42.91,73.27,74,6.13
290,Sitka,24,US,1537934271,62.42,62.42,37.17,-99.65,53,12.95
291,Monte Carmelo,0,BR,1537934271,69.8,69.8,-18.73,-47.5,45,8.81
292,Rawson,0,AR,1537934272,45.68,45.68,-43.3,-65.11,59,12.73
293,Bonthe,92,SL,1537934272,76.82,76.82,7.53,-12.5,98,3.22
294,Carauari,24,BR,1537934273,76.01,76.01,-4.88,-66.9,92,3.0
295,Mecca,0,SA,1537934127,67.37,67.37,21.43,39.83,63,2.55
296,Pindwara,0,IN,1537934273,74.12,74.12,24.79,73.05,79,0.31
297,Snyder,75,US,1537932900,75.74,76.1,32.72,-100.92,57,16.11
298,Ixtapa,90,MX,1537930320,84.2,84.2,20.71,-105.21,94,2.21
299,Shelburne,90,CA,1537933380,70.38,71.6,44.08,-80.2,88,12.75
300,Solwezi,0,ZM,1537934274,58.1,58.1,-12.18,26.4,51,7.58
301,Bakchar,100,RU,1537934063,55.4,55.4,57.02,82.07,96,4.56
302,Avera,1,US,1537932900,75.83,78.98,33.19,-82.53,95,4.23
303,Bismarck,20,US,1537930320,46.04,46.04,46.81,-100.78,79,11.41
304,Ha Tinh,0,VN,1537934275,86.63,86.63,18.33,105.9,97,6.8
305,Chitral,8,PK,1537934276,34.25,34.25,35.85,71.79,51,1.43
306,Nichinan,75,JP,1537930800,74.21,75.2,31.65,131.31,78,18.34
307,Mount Isa,0,AU,1537932600,89.6,89.6,-20.73,139.49,15,6.93
308,Batagay,92,RU,1537934277,35.78,35.78,67.65,134.64,96,8.03
309,Marion,90,US,1537931700,76.53,80.06,35.21,-90.2,100,4.79
310,Manokwari,36,ID,1537934278,80.15,80.15,-0.87,134.08,100,2.1
311,Gaoua,36,BF,1537934278,71.33,71.33,10.33,-3.18,95,3.22
312,Kieta,48,PG,1537934278,81.32,81.32,-6.22,155.63,94,16.2
313,Murray Bridge,32,AU,1537934279,57.65,57.65,-35.12,139.28,85,12.84
314,Southbridge,90,US,1537933620,62.85,69.98,42.08,-72.03,93,4.9
315,Lubao,75,PH,1537930800,86.56,87.8,14.94,120.6,66,4.7
316,Jampur,0,PK,1537934280,79.07,79.07,29.64,70.6,78,4.0
317,Dourados,12,BR,1537934280,71.6,71.6,-22.22,-54.81,85,6.91
318,Luena,32,AO,1537934281,62.87,62.87,-11.78,19.91,86,5.91
319,Senador Jose Porfirio,56,BR,1537934281,76.64,76.64,-2.59,-51.95,94,3.11
320,Codrington,76,AU,1537934281,59.81,59.81,-28.95,153.24,96,3.56
321,Waimana,8,NZ,1537934282,56.12,56.12,-38.14,177.08,46,7.02
322,Nara,75,JP,1537932600,74.8,77.0,34.68,135.8,69,11.41
323,Mende,88,FR,1537934282,45.32,45.32,44.52,3.5,94,1.99
324,Kavaratti,56,IN,1537934283,82.58,82.58,10.57,72.64,100,9.6
325,Tezu,92,IN,1537934283,65.21,65.21,27.93,96.16,100,0.87
326,Sinnamary,32,GF,1537934284,81.68,81.68,5.38,-52.96,99,7.7
327,Ugoofaaru,48,MV,1537934284,83.93,83.93,5.67,73.0,99,13.06
328,Inuvik,75,CA,1537930800,26.6,26.6,68.36,-133.71,86,8.05
329,Boyolangu,0,ID,1537934285,85.64,85.64,-8.09,111.9,51,7.02
330,Sao Joao do Paraiso,0,BR,1537934285,65.57,65.57,-15.31,-42.01,73,9.71
331,Vanderhoof,12,CA,1537934285,50.09,50.09,54.02,-124.02,67,4.56
332,Healdsburg,20,US,1537932900,61.9,75.92,38.61,-122.87,100,4.7
333,Balikpapan,40,ID,1537932600,87.8,87.8,-1.24,116.86,74,5.82
334,Hirara,75,JP,1537930800,86.0,86.0,24.8,125.28,74,17.22
335,Opuwo,0,NA,1537934287,52.34,52.34,-18.06,13.84,60,3.22
336,Nkongsamba,88,CM,1537934287,69.98,69.98,4.95,9.94,96,2.66
337,Lincoln,8,GB,1537932000,51.58,53.6,53.23,-0.54,81,19.46
338,Moron,32,VE,1537934288,67.37,67.37,10.49,-68.2,94,2.21
339,Chernyshevskiy,48,RU,1537934288,49.55,49.55,63.01,112.47,62,3.33
340,Cap Malheureux,40,MU,1537930800,73.4,73.4,-19.98,57.61,64,16.11
341,Muroto,75,JP,1537930800,75.2,75.2,33.37,134.14,60,8.05
342,Antofagasta,75,CL,1537930800,57.2,57.2,-23.65,-70.4,76,3.36
343,Broken Hill,0,AU,1537934290,71.96,71.96,-31.97,141.45,49,4.68
344,Fort-Shevchenko,0,KZ,1537934290,60.98,60.98,44.51,50.26,100,4.68
345,Makinsk,0,KZ,1537934290,49.73,49.73,52.63,70.42,74,5.01
346,Fallon,1,US,1537934160,41.0,41.0,46.84,-105.12,79,5.82
347,Bulawayo,0,ZW,1537934291,55.22,55.22,-20.16,28.59,51,4.0
348,Oranjemund,44,ZA,1537934291,55.67,55.67,-28.55,16.43,97,1.99
349,Ichchapuram,68,IN,1537934292,83.03,83.03,19.11,84.69,85,4.12
350,Campbell River,75,CA,1537930800,54.77,57.2,50.02,-125.24,93,5.82
351,Dubai,20,AE,1537930800,86.86,87.8,25.27,55.3,62,4.7
352,Penzance,0,GB,1537930200,41.0,41.0,50.12,-5.53,100,5.82
353,Yazman,0,SY,1537934293,57.2,57.2,36.74,38.46,89,6.13
354,Antalaha,68,MG,1537934293,70.25,70.25,-14.9,50.28,97,6.13
355,Plerin,0,FR,1537932600,44.56,48.2,48.54,-2.78,70,5.82
356,Mabaruma,80,GY,1537934294,81.05,81.05,8.2,-59.78,90,4.56
357,Tekari,20,IN,1537932600,86.0,86.0,24.94,84.84,70,9.17
358,Nanakuli,40,US,1537930620,84.9,87.08,21.39,-158.15,78,6.93
359,Genhe,8,CN,1537934295,55.13,55.13,50.78,121.52,65,6.58
360,Poya,32,NC,1537934295,70.7,70.7,-21.35,165.16,97,14.74
361,San Jose,76,PH,1537934107,78.44,78.44,15.79,120.99,94,3.22
362,Atar,68,MR,1537934297,77.9,77.9,20.52,-13.05,34,3.89
363,Kloulklubed,75,PW,1537933800,86.0,86.0,7.04,134.26,74,16.11
364,Wazirabad,0,PK,1537930800,78.8,78.8,32.44,74.12,78,3.36
365,Buala,92,SB,1537934298,79.43,79.43,-8.15,159.59,100,7.58
366,Manbij,0,SY,1537932000,59.0,59.0,36.53,37.96,67,5.79
367,Gravdal,92,NO,1537932000,55.4,55.4,59.79,5.78,93,34.45
368,Klyuchevskiy,0,RU,1537934299,58.37,58.37,53.53,119.45,50,5.68
369,Puerto Ayacucho,40,CO,1537930800,78.8,78.8,5.66,-67.63,88,1.99
370,Homer,1,US,1537930380,50.86,53.06,59.64,-151.54,66,6.93
371,Kulhudhuffushi,36,MV,1537934300,80.87,80.87,6.62,73.07,100,12.84
372,Povoa de Varzim,0,PT,1537932600,62.92,66.2,41.38,-8.76,55,4.7
373,Grasse,0,FR,1537932600,60.87,62.6,43.66,6.92,71,6.93
374,Port-Gentil,68,GA,1537934301,76.28,76.28,-0.72,8.78,100,8.48
375,Touros,76,BR,1537934301,77.0,77.0,-5.2,-35.46,87,15.08
376,Caserta,20,IT,1537932000,57.99,59.0,41.08,14.33,41,20.8
377,Methoni,40,GR,1537932000,62.6,62.6,36.82,21.7,63,11.41
378,Altagracia de Orituco,36,VE,1537934303,76.01,76.01,9.86,-66.38,75,8.48
379,Raudeberg,75,NO,1537932000,53.6,53.6,61.99,5.14,93,24.16
380,Beyneu,56,KZ,1537934304,64.85,64.85,45.32,55.19,47,8.59
381,Jacareacanga,20,BR,1537934304,77.45,77.45,-6.22,-57.76,87,2.55
382,Trinidad,92,UY,1537934304,62.33,62.33,-33.52,-56.9,84,11.83
383,Vila Franca do Campo,40,PT,1537932600,71.6,71.6,37.72,-25.43,83,14.99
384,Omboue,80,GA,1537934305,76.82,76.82,-1.57,9.26,100,9.26
385,Fairbanks,90,US,1537932240,50.43,51.08,64.84,-147.72,76,8.05
386,Talaya,32,RU,1537934305,54.32,54.32,55.79,84.89,95,6.69
387,Vestmannaeyjar,92,IS,1537934306,44.06,44.06,63.44,-20.27,100,13.4
388,Mitu,0,IR,1537934306,39.47,39.47,36.2,46.09,74,2.21
389,Porto Walter,24,BR,1537934306,75.38,75.38,-8.27,-72.74,90,1.32
390,Wamba,20,CD,1537934307,63.05,63.05,2.14,27.99,96,2.33
391,Wufeng,75,TW,1537932600,79.41,84.2,24.63,121.12,83,17.22
392,Maxixe,0,MZ,1537934307,70.07,70.07,-23.86,35.35,100,12.28
393,Beringovskiy,48,RU,1537934308,48.47,48.47,63.05,179.32,91,13.51
394,Amanpur,0,IN,1537934308,81.68,81.68,27.72,78.75,76,5.12
395,Nemuro,40,JP,1537930800,68.0,68.0,43.32,145.57,52,10.29
396,Petropavlovsk-Kamchatskiy,40,RU,1537930800,60.8,60.8,53.05,158.65,59,8.95
397,Taoudenni,12,ML,1537934309,75.83,75.83,22.68,-3.98,27,4.9
398,Emerald,0,AU,1537934310,82.4,82.4,-23.53,148.16,39,5.35
399,Tokur,0,RU,1537934310,50.36,50.36,53.13,132.9,51,4.12
400,Narsaq,5,GL,1537930200,33.8,33.8,60.91,-46.05,55,9.17
401,Alta Gracia,0,AR,1537930800,60.8,60.8,-31.66,-64.43,87,3.36
402,Burdur,20,TR,1537932000,50.9,55.4,37.72,30.29,62,8.05
403,Gurupi,8,BR,1537934250,74.48,74.48,-11.73,-49.07,90,5.35
404,Totness,1,US,1537931700,70.93,75.02,33.74,-80.8,94,5.23
405,Cayenne,75,GF,1537930800,73.4,73.4,4.94,-52.33,100,1.12
406,Haukipudas,92,FI,1537932000,46.4,46.4,65.17,25.5,87,9.17
407,Mahajanga,0,MG,1537930800,73.4,73.4,-15.72,46.32,69,4.7
408,Leopold,1,US,1537931220,73.17,73.4,38.1,-86.58,90,10.29
409,Coos Bay,1,US,1537931700,56.14,57.02,43.37,-124.22,83,6.93
410,Samarinda,32,ID,1537934314,88.43,88.43,-0.5,117.14,63,3.33
411,Gat,68,SN,1537934317,75.83,75.83,14.69,-16.54,96,2.44
412,Svetlogorsk,40,RU,1537930800,44.6,44.6,53.14,59.15,65,6.71
413,Buchanan,75,LR,1537930800,77.0,77.0,5.88,-10.05,94,6.02
414,Te Anau,88,NZ,1537934318,40.73,40.73,-45.41,167.72,80,7.02
415,Tessalit,88,ML,1537934318,76.28,76.28,20.2,1.01,33,3.33
416,Melnikovo,20,RU,1537934319,54.77,54.77,56.55,84.09,93,5.23
417,Juruti,0,BR,1537934319,82.49,82.49,-2.16,-56.09,62,3.44
418,Riyadh,0,SA,1537930800,78.8,78.8,24.63,46.72,27,2.44
419,Storsteinnes,75,NO,1537932000,40.6,42.8,69.24,19.23,93,8.05
420,Cafelandia,48,BR,1537934319,74.57,74.57,-21.8,-49.61,65,11.5
421,Innisfail,90,CA,1537930800,50.0,50.0,52.02,-113.95,53,9.17
422,Melfi,36,IT,1537934320,51.44,51.44,41.0,15.66,58,11.27
423,Zemio,80,CF,1537934320,66.11,66.11,5.02,25.13,96,2.66
424,Pervomayskoye,92,RU,1537934321,51.71,51.71,57.07,86.23,100,4.34
425,Ketchikan,90,US,1537930920,55.35,55.94,55.34,-131.65,96,6.93
426,South Yuba City,1,US,1537932900,73.67,80.96,39.12,-121.64,45,4.7
427,Gewane,0,ET,1537934322,64.4,64.4,10.16,40.66,75,2.44
428,Muisne,32,EC,1537934322,73.58,73.58,0.61,-80.02,89,4.56
429,Qasigiannguit,88,GL,1537930200,30.2,30.2,68.82,-51.19,68,11.41
430,Awjilah,0,LY,1537934323,74.48,74.48,29.14,21.3,67,8.03
431,Isiro,8,CD,1537934323,63.77,63.77,2.77,27.62,98,2.33
432,Marawi,88,PH,1537934323,72.05,72.05,8.0,124.29,96,5.46
433,Nyandoma,0,RU,1537934324,34.7,34.7,61.67,40.21,87,13.96
434,Kayes,68,ML,1537934324,72.14,72.14,14.44,-11.44,99,5.91
435,Aksarka,92,RU,1537934205,50.63,50.63,66.56,67.8,97,15.41
436,Botucatu,44,BR,1537934325,66.65,66.65,-22.89,-48.44,90,9.82
437,Lorengau,56,PG,1537934325,83.57,83.57,-2.02,147.27,100,2.55
438,Mtsamboro,75,YT,1537930800,77.0,77.0,-12.7,45.07,83,4.7
439,Banepa,40,NP,1537932000,75.2,75.2,27.63,85.52,78,2.24
440,Minab,20,IR,1537930800,86.0,86.0,27.15,57.07,84,9.17
441,Abu Kamal,0,SY,1537934326,64.85,64.85,34.45,40.92,37,6.58
442,Sobolevo,8,RU,1537934327,34.07,34.07,54.43,31.9,85,10.04
443,Dawson,90,US,1537933260,67.48,69.08,39.85,-89.46,88,3.36
444,Nanga Eboko,92,CM,1537934327,69.08,69.08,4.68,12.37,100,4.79
445,Pangnirtung,88,CA,1537934329,32.99,32.99,66.15,-65.72,88,6.02
446,Atasu,0,KZ,1537934329,47.84,47.84,48.68,71.64,73,11.05
447,Teguldet,0,RU,1537934131,47.03,47.03,57.31,88.17,88,3.56
448,Gamba,36,CN,1537934329,36.23,36.23,28.28,88.52,71,2.77
449,Port Hedland,0,AU,1537932600,95.0,95.0,-20.31,118.58,32,12.75
450,Haapiti,20,PF,1537932600,78.8,78.8,-17.57,-149.87,61,9.17
451,Kanash,75,RU,1537932600,46.4,46.4,55.51,47.5,93,13.42
452,Vallenar,64,CL,1537934330,52.43,52.43,-28.58,-70.76,76,2.21
453,Rovaniemi,0,FI,1537932000,33.8,33.8,66.5,25.72,91,4.7
454,Adrar,0,DZ,1537930800,75.2,75.2,27.87,-0.29,53,9.17
455,Katobu,20,ID,1537934331,85.82,85.82,-4.94,122.53,80,4.23
456,Luwuk,32,ID,1537934331,82.76,82.76,-0.95,122.79,78,8.7
457,Mayumba,92,GA,1537934331,74.93,74.93,-3.44,10.65,99,5.79
458,Cintalapa,76,MX,1537934332,71.78,71.78,16.7,-93.73,90,3.0
459,Usinsk,92,RU,1537934332,44.87,44.87,66.0,57.56,99,3.78
460,Paris,0,FR,1537932600,41.88,46.4,48.86,2.35,81,3.36
461,Amahai,88,ID,1537934333,79.52,79.52,-3.31,129.0,100,14.07
462,Haines Junction,0,CA,1537934333,39.65,39.65,60.75,-137.51,59,2.1
463,Qeshm,20,IR,1537930800,86.94,87.8,26.96,56.27,84,9.17
464,Papetoai,20,PF,1537932600,78.8,78.8,-17.5,-149.87,61,9.17
465,Tchaourou,92,BJ,1537934334,71.15,71.15,8.89,2.6,99,4.23
466,Mount Gambier,56,AU,1537934334,60.08,60.08,-37.83,140.78,66,4.79
467,Acapulco,90,MX,1537929600,77.0,77.0,16.86,-99.88,94,10.29
468,Itacarambi,0,BR,1537934335,77.27,77.27,-15.1,-44.09,49,14.07
469,Batocina,0,RS,1537932600,32.0,32.0,44.15,21.08,83,1.12
470,Oshkosh,75,US,1537932900,55.02,57.02,44.02,-88.54,79,16.11
471,Padang,32,ID,1537934337,78.8,78.8,-0.92,100.36,100,2.77
472,Saint-Augustin,0,FR,1537932600,45.41,46.4,44.83,-0.61,87,3.36
473,Prachuap Khiri Khan,24,TH,1537934338,82.22,82.22,11.81,99.79,79,3.67
474,Bhakkar,0,PK,1537934339,78.35,78.35,31.63,71.07,77,4.79
475,Half Moon Bay,90,US,1537932900,63.61,73.94,37.46,-122.43,93,2.44
476,Helsinki,0,FI,1537932000,48.2,48.2,60.17,24.94,81,16.11
477,Novaya Ladoga,0,RU,1537934339,40.73,40.73,60.11,32.31,85,7.14
478,Chenzhou,32,CN,1537934339,80.15,80.15,25.81,113.03,88,4.34
479,Mikhaylovka,92,RU,1537934340,48.29,48.29,52.96,103.29,98,3.78
480,Tsumeb,48,NA,1537934340,67.28,67.28,-19.25,17.72,30,9.48
481,Sampit,0,ID,1537934340,88.07,88.07,-2.54,112.95,73,6.8
482,Kupang,40,ID,1537932600,89.6,89.6,-10.16,123.6,55,10.29
483,Porto Novo,0,BR,1537930800,64.4,64.4,-23.68,-45.44,93,4.7
484,Vao,24,EE,1537934341,44.96,44.96,59.1,26.19,77,10.71
485,Pokosnoye,92,RU,1537934194,46.22,46.22,55.53,101.05,85,7.25
486,Ozinki,92,RU,1537934341,53.42,53.42,51.2,49.73,98,4.68
487,Boa Vista,75,BR,1537930800,82.4,82.4,2.82,-60.67,69,4.7
488,College,90,US,1537932240,50.43,51.08,64.86,-147.8,76,8.05
489,Lima,48,PE,1537934078,56.48,56.48,-12.06,-77.04,71,2.1
490,Ivanjica,0,RS,1537932600,32.94,33.8,43.58,20.23,79,1.12
491,Kayerkan,64,RU,1537934343,34.34,34.34,69.35,87.76,100,7.25
492,Palora,24,EC,1537934343,61.34,61.34,-1.7,-77.97,93,1.77
493,Zvishavane,0,ZW,1537934343,57.38,57.38,-20.32,30.05,56,2.55
494,Nouadhibou,0,MR,1537930800,73.4,73.4,20.93,-17.03,88,5.82
495,Ondangwa,0,NA,1537934344,69.17,69.17,-17.91,15.98,27,13.73
496,Sydney,75,AU,1537932600,59.16,60.8,-33.85,151.22,82,17.22
497,Gao,0,ML,1537934344,80.24,80.24,16.28,-0.04,54,2.77
498,Lerwick,92,GB,1537932000,52.7,53.6,60.15,-1.15,87,14.99
499,Coaticook,90,CA,1537932900,56.14,57.2,45.13,-71.8,94,3.36
500,Xining,32,CN,1537934345,53.15,53.15,36.62,101.77,85,3.67
501,Hambantota,12,LK,1537934144,81.95,81.95,6.12,81.12,96,10.6
502,Quirinopolis,88,BR,1537934345,72.5,72.5,-18.45,-50.45,77,7.25
503,Alyangula,0,AU,1537934223,83.75,83.75,-13.85,136.42,80,14.97
504,Takoradi,80,GH,1537934346,77.0,77.0,4.89,-1.75,97,7.58
505,Esmeraldas,0,BR,1537930800,68.9,69.8,-19.76,-44.31,52,3.36
506,Gavle,92,SE,1537934346,50.45,50.45,60.67,17.14,81,16.42
507,Flinders,75,AU,1537932600,50.0,50.0,-34.58,150.85,100,11.41
508,Houma,100,CN,1537934347,55.76,55.76,35.63,111.36,94,3.33
509,Kraslava,0,LV,1537934347,39.2,39.2,55.9,27.16,88,12.28
510,Bulgan,0,MN,1537934347,58.28,58.28,48.81,103.53,68,3.89
511,Chapais,90,CA,1537933380,53.6,53.6,49.78,-74.86,93,11.41
512,Pinawa,24,CA,1537934347,43.25,43.25,50.15,-95.88,100,8.7
513,Ekibastuz,0,KZ,1537934348,56.57,56.57,51.72,75.32,56,5.23
514,Iquitos,40,PE,1537930800,77.0,77.0,-3.75,-73.25,88,3.36
515,Bubaque,88,GW,1537934348,79.97,79.97,11.28,-15.83,100,5.79
516,Presidencia Roque Saenz Pena,92,AR,1537934348,70.79,70.79,-26.79,-60.44,99,5.79
517,Tobermory,44,CA,1537934284,64.58,64.58,45.25,-81.67,93,21.79
518,Gerash,0,IR,1537930800,73.4,73.4,27.67,54.14,43,2.55
519,Leningradskiy,24,RU,1537934349,40.73,40.73,69.38,178.42,95,15.3
520,Valdivia,0,CL,1537930800,39.2,39.2,-39.81,-73.25,100,2.24
521,Umm Lajj,0,SA,1537934349,78.35,78.35,25.02,37.27,100,6.02
522,Sioux Lookout,75,CA,1537930800,41.72,42.8,50.1,-91.92,100,2.24
523,Viedma,0,AR,1537934355,43.43,43.43,-40.81,-62.99,56,6.46
524,Niteroi,90,BR,1537930800,68.0,68.0,-29.95,-51.16,94,9.17
525,Lubango,0,AO,1537934118,57.02,57.02,-14.92,13.49,95,2.1
526,Leeton,0,AU,1537934356,65.03,65.03,-34.55,146.4,76,7.58
527,Kurgan,0,RU,1537934356,50.36,50.36,55.45,65.32,67,11.72
528,Lingao,0,CN,1537934356,87.53,87.53,19.91,109.69,80,6.24
529,Sao Sebastiao,8,BR,1537934357,82.22,82.22,-3.15,-58.36,72,3.67
530,Horqueta,32,PY,1537934357,77.36,77.36,-23.34,-57.05,76,3.67
531,Healesville,20,AU,1537932600,62.6,62.6,-37.65,145.52,60,3.36
532,Sidney,1,US,1537931700,39.47,41.0,47.72,-104.16,85,5.82
